"title_","authors","date_document","celex","Full_OJ","manif_pdf","manif_html","pdf_to_download","html_to_download"
"Commission Delegated Regulation (EU) 2021/70 of 23 October 2020 amending Delegated Regulation (EU) 2018/1229 concerning the regulatory technical standards on settlement discipline, as regards its entry into force (Text with EEA relevance)","http://publications.europa.eu/resource/authority/corporate-body/COM,http://publications.europa.eu/resource/authority/corporate-body/FISMA",2020-10-23,"32021R0070","http://publications.europa.eu/resource/cellar/7ef41177-6040-11eb-8146-01aa75ed71a1","http://publications.europa.eu/resource/cellar/587363bc-6041-11eb-8146-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/587363bc-6041-11eb-8146-01aa75ed71a1.0006.03","http://publications.europa.eu/resource/cellar/587363bc-6041-11eb-8146-01aa75ed71a1.0006.01/zip","http://publications.europa.eu/resource/cellar/587363bc-6041-11eb-8146-01aa75ed71a1.0006.03/zip"
"Council Implementing Decision (EU) 2020/1561 of 23 October 2020 granting temporary support under Regulation (EU) 2020/672 to Hungary to mitigate unemployment risks in the emergency following the COVID-19 outbreak","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2020-10-23,"32020D1561","http://publications.europa.eu/resource/cellar/01a259f3-181c-11eb-b57e-01aa75ed71a1","http://publications.europa.eu/resource/cellar/45aec44d-1825-11eb-b57e-01aa75ed71a1.0006.03","http://publications.europa.eu/resource/cellar/45aec44d-1825-11eb-b57e-01aa75ed71a1.0006.02","http://publications.europa.eu/resource/cellar/45aec44d-1825-11eb-b57e-01aa75ed71a1.0006.03/zip","http://publications.europa.eu/resource/cellar/45aec44d-1825-11eb-b57e-01aa75ed71a1.0006.02/zip"
"Council Decision (EU) 2020/1584 of 26 October 2020 on the position to be taken on behalf of the European Union within the Council of the International Civil Aviation Organization as regards the adoption of Amendment 46 to Annex 6, Part I, and Amendment 39 to Annex 6, Part II, to the Convention on International Civil Aviation, related to deferral of the future equipage requirement for 25-hour cockpit voice recorder to avoid unintended consequences due to the COVID-19 pandemic","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2020-10-26,"32020D1584","http://publications.europa.eu/resource/cellar/cd9650e5-1a78-11eb-b57e-01aa75ed71a1","http://publications.europa.eu/resource/cellar/bd268629-1a7b-11eb-b57e-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/bd268629-1a7b-11eb-b57e-01aa75ed71a1.0006.03","http://publications.europa.eu/resource/cellar/bd268629-1a7b-11eb-b57e-01aa75ed71a1.0006.01/zip","http://publications.europa.eu/resource/cellar/bd268629-1a7b-11eb-b57e-01aa75ed71a1.0006.03/zip"
"Proposal for a COUNCIL DIRECTIVE amending Council Directive 2006/112/EC as regards temporary measures in relation to value added tax for COVID-19 vaccines and in vitro diagnostic medical devices in response to the COVID-19 pandemic","http://publications.europa.eu/resource/authority/corporate-body/COM,http://publications.europa.eu/resource/authority/corporate-body/TAXUD",2020-10-28,"52020PC0688",,"http://publications.europa.eu/resource/cellar/b74ae1d1-1909-11eb-b57e-01aa75ed71a1.0003.02","http://publications.europa.eu/resource/cellar/b74ae1d1-1909-11eb-b57e-01aa75ed71a1.0003.03","http://publications.europa.eu/resource/cellar/b74ae1d1-1909-11eb-b57e-01aa75ed71a1.0003.02/zip","http://publications.europa.eu/resource/cellar/b74ae1d1-1909-11eb-b57e-01aa75ed71a1.0003.03/zip"
"COMMUNICATION FROM THE COMMISSION TO THE EUROPEAN PARLIAMENT, THE EUROPEAN COUNCIL AND THE COUNCIL COVID-19 Guidance on persons exempted from the temporary restriction on non-essential travel to the EU as regards the implementation of Council Recommendation 2020/912 of 30 June 2020","http://publications.europa.eu/resource/authority/corporate-body/COM,http://publications.europa.eu/resource/authority/corporate-body/HOME",2020-10-28,"52020DC0686",,"http://publications.europa.eu/resource/cellar/9f4047b7-192b-11eb-b57e-01aa75ed71a1.0003.02","http://publications.europa.eu/resource/cellar/9f4047b7-192b-11eb-b57e-01aa75ed71a1.0003.03","http://publications.europa.eu/resource/cellar/9f4047b7-192b-11eb-b57e-01aa75ed71a1.0003.02/zip","http://publications.europa.eu/resource/cellar/9f4047b7-192b-11eb-b57e-01aa75ed71a1.0003.03/zip"
"COMMUNICATION FROM THE COMMISSION TO THE EUROPEAN PARLIAMENT, THE EUROPEAN COUNCIL AND THE COUNCIL on additional COVID-19 response measures","http://publications.europa.eu/resource/authority/corporate-body/COM,http://publications.europa.eu/resource/authority/corporate-body/SG",2020-10-28,"52020DC0687",,"http://publications.europa.eu/resource/cellar/2bb8ce0a-1933-11eb-b57e-01aa75ed71a1.0002.02","http://publications.europa.eu/resource/cellar/2bb8ce0a-1933-11eb-b57e-01aa75ed71a1.0002.03","http://publications.europa.eu/resource/cellar/2bb8ce0a-1933-11eb-b57e-01aa75ed71a1.0002.02/zip","http://publications.europa.eu/resource/cellar/2bb8ce0a-1933-11eb-b57e-01aa75ed71a1.0002.03/zip"
"Commission Recommendation (EU) 2020/1595 of 28 October 2020 on COVID-19 testing strategies, including the use of rapid antigen tests","http://publications.europa.eu/resource/authority/corporate-body/COM,http://publications.europa.eu/resource/authority/corporate-body/SANTE",2020-10-28,"32020H1595","http://publications.europa.eu/resource/cellar/c8389134-1a78-11eb-b57e-01aa75ed71a1","http://publications.europa.eu/resource/cellar/550a5801-1a7c-11eb-b57e-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/550a5801-1a7c-11eb-b57e-01aa75ed71a1.0006.03","http://publications.europa.eu/resource/cellar/550a5801-1a7c-11eb-b57e-01aa75ed71a1.0006.01/zip","http://publications.europa.eu/resource/cellar/550a5801-1a7c-11eb-b57e-01aa75ed71a1.0006.03/zip"
"Commission Decision (EU) 2020/1573 of 28 October 2020 amending Decision (EU) 2020/491 on relief from import duties and VAT exemption on importation granted for goods needed to combat the effects of the COVID-19 outbreak during 2020 (notified under document C(2020) 7511)","http://publications.europa.eu/resource/authority/corporate-body/COM,http://publications.europa.eu/resource/authority/corporate-body/TAXUD",2020-10-28,"32020D1573","http://publications.europa.eu/resource/cellar/41df48be-19b1-11eb-b57e-01aa75ed71a1","http://publications.europa.eu/resource/cellar/b67906c6-19b2-11eb-b57e-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/b67906c6-19b2-11eb-b57e-01aa75ed71a1.0006.03","http://publications.europa.eu/resource/cellar/b67906c6-19b2-11eb-b57e-01aa75ed71a1.0006.01/zip","http://publications.europa.eu/resource/cellar/b67906c6-19b2-11eb-b57e-01aa75ed71a1.0006.03/zip"
"COMMUNICATION FROM THE COMMISSION TO THE EUROPEAN PARLIAMENT, THE EUROPEAN COUNCIL AND THE COUNCIL upgrading the transport Green Lanes to keep the economy going during the COVID-19 pandemic resurgence","http://publications.europa.eu/resource/authority/corporate-body/COM,http://publications.europa.eu/resource/authority/corporate-body/MOVE",2020-10-28,"52020DC0685",,"http://publications.europa.eu/resource/cellar/30c69d1a-192c-11eb-b57e-01aa75ed71a1.0001.02","http://publications.europa.eu/resource/cellar/30c69d1a-192c-11eb-b57e-01aa75ed71a1.0001.03","http://publications.europa.eu/resource/cellar/30c69d1a-192c-11eb-b57e-01aa75ed71a1.0001.02/zip","http://publications.europa.eu/resource/cellar/30c69d1a-192c-11eb-b57e-01aa75ed71a1.0001.03/zip"
"Opinion of the European Economic and Social Committee on ‘Communication from the Commission to the European Parliament, the Council, the European Central Bank, the European Economic and Social Committee, the Committee of the Regions and the European investment bank – Annual Sustainable Growth Strategy 2020’ (additional opinion) (COM(2019) 650 final)","http://publications.europa.eu/resource/authority/corporate-body/EESC",2020-10-29,"52020AE2806","http://publications.europa.eu/resource/cellar/8d50e94d-53e8-11eb-b59f-01aa75ed71a1","http://publications.europa.eu/resource/cellar/62558b26-53ed-11eb-b59f-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/62558b26-53ed-11eb-b59f-01aa75ed71a1.0006.03","http://publications.europa.eu/resource/cellar/62558b26-53ed-11eb-b59f-01aa75ed71a1.0006.01/zip","http://publications.europa.eu/resource/cellar/62558b26-53ed-11eb-b59f-01aa75ed71a1.0006.03/zip"
"Opinion of the European Economic and Social Committee on ‘Proposal for a directive of the European Parliament and of the Council amending Directive 2014/65/EU as regards information requirements, product governance and position limits to help the recovery from the COVID-19 pandemic’ (COM(2020) 280 final – 2020/0152 (COD)) – ‘Proposal for a regulation of the European Parliament and of the Council amending Regulation (EU) 2017/1129 as regards the EU Recovery prospectus and targeted adjustments for financial intermediaries to help the recovery from the COVID-19 pandemic’ (COM(2020) 281 final – 2020/0155 (COD)) – ‘Proposal for a regulation of the European Parliament and of the Council amending Regulation (EU) 2017/2402 laying down a general framework for securitisation and creating a specific framework for simple, transparent and standardised securitisation to help the recovery from the COVID-19 pandemic’ (COM(2020) 282 final – 2020/0151 (COD)) – ‘Proposal for a regulation of the European Parliament and of the Council amending Regulation (EU) No 575/2013 as regards adjustments to the securitisation framework to support the economic recovery in response to the COVID-19 pandemic’ (COM(2020) 283 final – 2020/0156 (COD))","http://publications.europa.eu/resource/authority/corporate-body/EESC",2020-10-29,"52020AE3577","http://publications.europa.eu/resource/cellar/8d50e94d-53e8-11eb-b59f-01aa75ed71a1","http://publications.europa.eu/resource/cellar/01c883eb-53eb-11eb-b59f-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/01c883eb-53eb-11eb-b59f-01aa75ed71a1.0006.03","http://publications.europa.eu/resource/cellar/01c883eb-53eb-11eb-b59f-01aa75ed71a1.0006.01/zip","http://publications.europa.eu/resource/cellar/01c883eb-53eb-11eb-b59f-01aa75ed71a1.0006.03/zip"
"Opinion of the European Economic and Social Committee on ‘Proposal for a Regulation of the European Parliament and of the Council amending Regulation (EU) No 168/2013 as regards specific measures on L-category end-of-series vehicles in response to the COVID-19 outbreak’ (COM(2020) 491 final – 2020/0251 (COD))","http://publications.europa.eu/resource/authority/corporate-body/EESC",2020-10-29,"52020AE4067","http://publications.europa.eu/resource/cellar/8d50e94d-53e8-11eb-b59f-01aa75ed71a1","http://publications.europa.eu/resource/cellar/c3c915fa-53ea-11eb-b59f-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/c3c915fa-53ea-11eb-b59f-01aa75ed71a1.0006.03","http://publications.europa.eu/resource/cellar/c3c915fa-53ea-11eb-b59f-01aa75ed71a1.0006.01/zip","http://publications.europa.eu/resource/cellar/c3c915fa-53ea-11eb-b59f-01aa75ed71a1.0006.03/zip"
"Opinion of the European Economic and Social Committee on ‘Recommendation for a Council recommendation on the economic policy of the euro area’ (additional opinion) (COM(2019) 652 final)","http://publications.europa.eu/resource/authority/corporate-body/EESC",2020-10-29,"52020AE2828","http://publications.europa.eu/resource/cellar/8d50e94d-53e8-11eb-b59f-01aa75ed71a1","http://publications.europa.eu/resource/cellar/a22c7837-53ed-11eb-b59f-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/a22c7837-53ed-11eb-b59f-01aa75ed71a1.0006.03","http://publications.europa.eu/resource/cellar/a22c7837-53ed-11eb-b59f-01aa75ed71a1.0006.01/zip","http://publications.europa.eu/resource/cellar/a22c7837-53ed-11eb-b59f-01aa75ed71a1.0006.03/zip"
"The title does not exist in that language","http://publications.europa.eu/resource/authority/corporate-body/COM,http://publications.europa.eu/resource/authority/corporate-body/DGT",2020-10-29,"32020R1369R(01)","http://publications.europa.eu/resource/cellar/41df48be-19b1-11eb-b57e-01aa75ed71a1",,,"/zip","/zip"
"Council Recommendation (EU) 2020/1632 of 30 October 2020 on a coordinated approach to the restriction of free movement in response to the COVID-19 pandemic in the Schengen area","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2020-10-30,"32020H1632","http://publications.europa.eu/resource/cellar/d920dc51-1e6d-11eb-b57e-01aa75ed71a1","http://publications.europa.eu/resource/cellar/8c7aa3c7-1e70-11eb-b57e-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/8c7aa3c7-1e70-11eb-b57e-01aa75ed71a1.0006.03","http://publications.europa.eu/resource/cellar/8c7aa3c7-1e70-11eb-b57e-01aa75ed71a1.0006.01/zip","http://publications.europa.eu/resource/cellar/8c7aa3c7-1e70-11eb-b57e-01aa75ed71a1.0006.03/zip"
"Council Decision of 30 October 2020 adopting the Council's position on draft amending budget No 9 of the European Union for the financial year 2020 2020/C 372 I/01","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2020-10-30,"32020D1104(01)","http://publications.europa.eu/resource/cellar/f5a1a7a6-1e6e-11eb-b57e-01aa75ed71a1","http://publications.europa.eu/resource/cellar/b6bdb0ad-1e6f-11eb-b57e-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/b6bdb0ad-1e6f-11eb-b57e-01aa75ed71a1.0006.03","http://publications.europa.eu/resource/cellar/b6bdb0ad-1e6f-11eb-b57e-01aa75ed71a1.0006.01/zip","http://publications.europa.eu/resource/cellar/b6bdb0ad-1e6f-11eb-b57e-01aa75ed71a1.0006.03/zip"
"Commission Implementing Regulation (EU) 2020/1627 of 3 November 2020 on exceptional measures for the third reference period (2020-2024) of the single European sky performance and charging scheme due to the COVID-19 pandemic","http://publications.europa.eu/resource/authority/corporate-body/COM,http://publications.europa.eu/resource/authority/corporate-body/MOVE",2020-11-03,"32020R1627","http://publications.europa.eu/resource/cellar/d920dc51-1e6d-11eb-b57e-01aa75ed71a1","http://publications.europa.eu/resource/cellar/493d4f98-1e6f-11eb-b57e-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/493d4f98-1e6f-11eb-b57e-01aa75ed71a1.0006.03","http://publications.europa.eu/resource/cellar/493d4f98-1e6f-11eb-b57e-01aa75ed71a1.0006.01/zip","http://publications.europa.eu/resource/cellar/493d4f98-1e6f-11eb-b57e-01aa75ed71a1.0006.03/zip"
"Commission Implementing Regulation (EU) 2020/1652 of 4 November 2020 amending Implementing Regulation (EU) 2015/220 laying down rules for the application of Council Regulation (EC) No 1217/2009 setting up a network for the collection of accountancy data on the incomes and business operation of agricultural holdings in the European Union","http://publications.europa.eu/resource/authority/corporate-body/AGRI,http://publications.europa.eu/resource/authority/corporate-body/COM",2020-11-04,"32020R1652","http://publications.europa.eu/resource/cellar/5a971b52-225c-11eb-b57e-01aa75ed71a1","http://publications.europa.eu/resource/cellar/202f3699-225d-11eb-b57e-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/202f3699-225d-11eb-b57e-01aa75ed71a1.0006.03","http://publications.europa.eu/resource/cellar/202f3699-225d-11eb-b57e-01aa75ed71a1.0006.01/zip","http://publications.europa.eu/resource/cellar/202f3699-225d-11eb-b57e-01aa75ed71a1.0006.03/zip"
"Conclusions of the Council and the Representatives of the Governments of the Member States on the role of the EU in strengthening the World Health Organization 2020/C 400/01","http://publications.europa.eu/resource/authority/corporate-body/CONSIL,http://publications.europa.eu/resource/authority/corporate-body/GOVREP",2020-11-06,"52020XG1124(01)","http://publications.europa.eu/resource/cellar/c93e3da7-2e2c-11eb-b27b-01aa75ed71a1","http://publications.europa.eu/resource/cellar/733c279d-2e2d-11eb-b27b-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/733c279d-2e2d-11eb-b27b-01aa75ed71a1.0006.03","http://publications.europa.eu/resource/cellar/733c279d-2e2d-11eb-b27b-01aa75ed71a1.0006.01/zip","http://publications.europa.eu/resource/cellar/733c279d-2e2d-11eb-b27b-01aa75ed71a1.0006.03/zip"
"Council Decision (EU) 2020/1659 of 6 November 2020 further extending the temporary derogation from the Council’s Rules of Procedure introduced by Decision (EU) 2020/430, and extended by Decisions (EU) 2020/556, (EU) 2020/702, (EU) 2020/970 and (EU) 2020/1253, in view of the travel difficulties caused by the COVID-19 pandemic in the Union","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2020-11-06,"32020D1659","http://publications.europa.eu/resource/cellar/78b933c3-2324-11eb-b57e-01aa75ed71a1","http://publications.europa.eu/resource/cellar/ec8eb676-2325-11eb-b57e-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/ec8eb676-2325-11eb-b57e-01aa75ed71a1.0006.03","http://publications.europa.eu/resource/cellar/ec8eb676-2325-11eb-b57e-01aa75ed71a1.0006.01/zip","http://publications.europa.eu/resource/cellar/ec8eb676-2325-11eb-b57e-01aa75ed71a1.0006.03/zip"
